Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
scrn_faq,faq_survey,,descriptive,"<div class=""rich-text-field-label""><div id=""accordionExample"" class=""accordion""> <div class=""card""> <div id=""headingOne"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseOne"" aria-expanded=""false"" aria-controls=""collapseOne""><span style=""font-size: 1.1rem !important;"">Who can participate in AI-READI?</span></button></h5> </div> <div id=""collapseOne"" class=""collapse"" aria-labelledby=""headingOne"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">We are enrolling persons aged 40 years and over, with and without type 2 diabetes. Although type 2 diabetes can occur at any age, most people are diagnosed after the age of 40. People without diabetes are also eligible to participate in AI-READI. You received a personalized letter because you have been identified as a person who is eligible for participation.</div> </div> </div> <div class=""card""> <div id=""headingTwo"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link collapsed"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseTwo"" aria-expanded=""false"" aria-controls=""collapseTwo""><span style=""font-size: 1.1rem !important;"">How will the AI-READI study help people?</span></button></h5> </div> <div id=""collapseTwo"" class=""collapse"" aria-labelledby=""headingTwo"" data-parent=""#accordionExample""> <div class=""card-body  font-weight-normal"">Type 2 diabetes has implications on many aspects of your health - and your life in general. There is no cure for type 2 diabetes and we want to take steps toward finding treatments. The AI-READI study aims to help people with type 2 diabetes by conducting a large survey and testing a diverse group of people with and without diabetes. The data collected will be analyzed by scientists with the help of machine learning and artificial intelligence to gain a deeper understanding of the physiological complications of the disease. By refining our methods of controlling diabetes, we hope to identify pathways and opportunities for a cure, ultimately improving the quality of life for individuals with type 2 diabetes. The AI-READI study has the potential to help people with type 2 diabetes return to happier and healthier lives.</div> </div> </div> <div class=""card""> <div id=""headingThree"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link collapsed"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseThree"" aria-expanded=""false"" aria-controls=""collapseThree""><span style=""font-size: 1.1rem !important;"">Where does the study take place?</span></button></h5> </div> <div id=""collapseThree"" class=""collapse"" aria-labelledby=""headingThree"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">Study visits take place at three locations, one of which will be convenient for you:</div> <div class=""card-body font-weight-normal""><img src=""https://octri.ohsu.edu/redcap/redcap_v13.4.11/DataEntry/image_view.php?pid=6352&id=428570&doc_id_hash=d88835b72090088981e9b25024de3132ea3bff01"" alt="""" width=""600"" height=""158"" /> <p>We will enroll about 4,000 people in these three states. Researchers from all three universities - UAB, UCSD, and UW - are overseeing this study.</p> </div> </div> </div> <div class=""card""> <div id=""headingFour"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link collapsed"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseFour"" aria-expanded=""false"" aria-controls=""collapseFour""><span style=""font-size: 1.1rem !important;"">What does my participation involve?</span></button></h5> </div> <div id=""collapseFour"" class=""collapse"" aria-labelledby=""headingFour"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">We are studying many features of health and everyday life that can be impacted by, or contribute to, type 2 diabetes. These include your health history, medications you may be taking, physical activity, lifestyle characteristics, vision, memory and thinking, blood chemistry, and heart health.<br /><br />You will be asked to complete some questionnaires at your convenience prior to visiting us. The questionnaires may be completed on a computer, tablet, or smartphone, but we also have other options if you are unable to complete the questionnaires electronically (contact us using the information above and we will help you!). At your in-person visit with us, the first half may feel like a routine wellness exam. We will take your vital signs, check your heart function by performing a quick electrocardiogram (ECG), test your nerve response to light touch, take a blood sample, and test your vision. We will also take pictures of your eyes.<br /><br />Participation in this study also involves an at-home component. Before you leave our office, we will give you a ""take-home kit"" that includes a continuous glucose monitor (aka. CGM), a physical activity monitor (Apple watch designed for research), and an environmental sensor. The CGM and physical activity monitor will need to be worn for 10 days to collect information about how your glucose levels change during your daily activities, how much time you spend walking, sitting, sleeping, or exercising, your heart rate, and the oxygen level in your blood. The environmental sensor will need to be placed in your residence for 10 days and will collect information on the air, light, temperature, and particles in your home. These devices do not have cameras or a microphone. They cannot collect any videos, photographs, or sound recordings from your home. After the 10-day monitoring period is complete, we will ask you to return the devices using the box and prepaid shipping label provided to you. Once we receive the devices back from you, your participation is complete.<br /><br />This study is voluntary and will not impact any healthcare you receive.</div> </div> </div> <div class=""card""> <div id=""headingFive"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link collapsed"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseFive"" aria-expanded=""false"" aria-controls=""collapseFive""><span style=""font-size: 1.1rem !important;"">How long will participation in the study last?</span></button></h5> </div> <div id=""collapseFive"" class=""collapse"" aria-labelledby=""headingFive"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">For most people, the in-person visit will last between 3 « and 4 hours, but the exact timing will vary. If you feel weary during the visit, we can always take a break! We also have snacks if you feel hungry. Your parking will be free of charge in a parking area at or very near our facility. You will wear and use the monitors for 10 days total before sending them back to us.</div> </div> </div> <div class=""card""> <div id=""headingSix"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link collapsed"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseSix"" aria-expanded=""false"" aria-controls=""collapseSix""><span style=""font-size: 1.1rem !important;"">What will you do with the data you obtain from my participation?</span></button></h5> </div> <div id=""collapseSix"" class=""collapse"" aria-labelledby=""headingSix"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">Data obtained from you in AI-READI will be collected responsibly, fairly, and ethically. You are participating in an anonymous fashion with respect to the information contained in the study. None of your identifying characteristics such as your name, address, phone number, email or any other identifying characteristic will be included in the publicly available dataset that will be used by scientists for analysis. The only identifying information that will be released is the whole genome sequencing (genetic information), this will be released in a limited dataset that will be available by application only.</div> </div> </div> <div class=""card""> <div id=""headingSeven"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link collapsed"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseSeven"" aria-expanded=""false"" aria-controls=""collapseSeven""><span style=""font-size: 1.1rem !important;"">Will I be compensated for participating in AI-READI?</span></button></h5> </div> <div id=""collapseSeven"" class=""collapse"" aria-labelledby=""headingSeven"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">As a token of our appreciation, we will provide you with a stipend of $125 after you complete the study visit, questionnaires, and have returned the monitoring devices to us. Progress in scientific knowledge cannot happen without volunteers like you!</div> </div> </div> <div class=""card""> <div id=""headingEight"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link collapsed"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseEight"" aria-expanded=""false"" aria-controls=""collapseEight""><span style=""font-size: 1.1rem !important;"">Who will use the information you collect?</span></button></h5> </div> <div id=""collapseEight"" class=""collapse"" aria-labelledby=""headingEight"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">The AI-READI study is being specifically designed for researchers who develop technologies that identify patterns, trends, and relationships in data. The goal is to develop a deeper understanding of the risk factors, causes, and consequences of type 2 diabetes. Researchers will be using artificial intelligence approaches to do this, which is why it is so important to make sure that the data they analyze is inclusive and better represents the diversity of people afflicted with the disease. The goal of these analyses is to identify solutions for complex challenges in type 2 diabetes. The data will be made available to researchers from around the world who are seeking to help resolve the complexities of type 2 diabetes. The researchers will NOT have access to your personally identifying information. Your whole genome sequencing (genetic information) will only be available to researchers who apply and are approved by a review panel.<br /><br />The AI-READI project is one of several projects funded under the NIH's Bridge to Artificial Intelligence (Bridge2AI) initiative. The goal of Bridge2AI is to advance the use of new artificial intelligence technologies in solving real-world problems in medicine, and doing so in a manner that is ethical and inclusive.</div> </div> </div> <div class=""card""> <div id=""headingNine"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link"" style=""color: #007bff !important; text-align: left !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseNine"" aria-expanded=""false"" aria-controls=""collapseNine""><span style=""font-size: 1.1rem !important;"">What is Machine Learning and Artificial Intelligence and what do they have to do with this study?</span></button></h5> </div> <div id=""collapseNine"" class=""collapse"" aria-labelledby=""headingNine"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">Machine learning is a type of artificial intelligence that involves training computers to learn from data and make predictions or decisions based on that learning. In the context of health research, machine learning can be used to analyze large amounts of data collected from individuals who have participated in studies. This data may include information about medical history, lifestyle factors, genetic information, and other health-related details. By analyzing this data using machine learning, researchers can identify patterns and relationships that may not be immediately apparent to the human eye. For example, machine learning algorithms may be able to identify risk factors for certain diseases or conditions, or predict the effectiveness of different treatments for specific individuals based on their unique characteristics.</div> </div> </div> <div class=""card""> <div id=""headingTen"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseTen"" aria-expanded=""false"" aria-controls=""collapseTen""><span style=""font-size: 1.1rem !important;"">Will personal identifying information be shared publicly?</span></button></h5> </div> <div id=""collapseTen"" class=""collapse"" aria-labelledby=""headingTen"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">The protection of your privacy and personal information is one of our highest priorities. Only a small number of the study staff will have access to personal information such as your name, birthdate and phone number. A random participant ID will be generated for the data collected from your participation. We will remove any information that can potentially be traced back to you.</div> </div> </div> <div class=""card""> <div id=""headingEleven"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseEleven"" aria-expanded=""false"" aria-controls=""collapseEleven""><span style=""font-size: 1.1rem !important;"">What will happen to my blood and urine samples?</span></button></h5> </div> <div id=""collapseEleven"" class=""collapse"" aria-labelledby=""headingEleven"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">For your blood, we will first run a few tests similar to what they do at your physician's office, such as A1c and a lipid analysis. Some of the blood will be put into a ""library"" for scientists to access; one of the future uses for this library may be gene sequencing.<br /><br />Your urine sample will be used to look at kidney function and any remaining urine will be disposed of.</div> </div> </div> <div class=""card""> <div id=""headingTwelve"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseTwelve"" aria-expanded=""false"" aria-controls=""collapseTwelve""><span style=""font-size: 1.1rem !important;"">Will I be able to withdraw from the study?</span></button></h5> </div> <div id=""collapseTwelve"" class=""collapse"" aria-labelledby=""headingTwelve"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">Yes, if you have changed your mind about participation, you may contact us to withdraw your consent. Please note, however, that any data we have collected until that time will not be able to be withdrawn from our database; this is because of the way we de-identify and store them.</div> </div> </div> <div class=""card""> <div id=""headingThirteen"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseThirteen"" aria-expanded=""false"" aria-controls=""collapseThirteen""><span style=""font-size: 1.1rem !important;"">Why am I asked to place an environmental sensor in my residence?</span></button></h5> </div> <div id=""collapseThirteen"" class=""collapse"" aria-labelledby=""headingThirteen"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">We are interested in learning how the specifics about the environment you live in may affect your health. The sensor will collect light levels, quality of air, and temperature. Again, we respect you and your family's privacy and boundaries; we will only record the factors listed above, and no photography or audio recording is possible with the sensor. They are designed and built without these capabilities.</div> </div> </div> <div class=""card""> <div id=""headingFourteen"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseFourteen"" aria-expanded=""false"" aria-controls=""collapseFourteen""><span style=""font-size: 1.1rem !important;"">Will my doctor be notified about my participation?</span></button></h5> </div> <div id=""collapseFourteen"" class=""collapse"" aria-labelledby=""headingFourteen"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">Providers with access to your electronic health records may be able to see your enrollment in our study; however, they will not be able to see your results unless you send it to them. Your participation or refusal of participation will not influence the quality of care you receive at UW Medicine/UCSD Health/UAB Medicine.</div> </div> </div> <div class=""card""> <div id=""headingFifteen"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseFifteen"" aria-expanded=""false"" aria-controls=""collapseFifteen""><span style=""font-size: 1.1rem !important;"">Will I receive my results from the study?</span></button></h5> </div> <div id=""collapseFifteen"" class=""collapse"" aria-labelledby=""headingFifteen"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">At the end of the study visit, you will receive a data card that lists some of the data from your in-person visit, including your blood pressure, heart rate, and visual acuity. You will also be provided a personalized code/link that is unique to you. Within one year of the visit, you will be able to use this code to access the results of your blood and and urine testing. The lab results are intended for physician use only, and although we cannot provide medical guidance about your results, we encourage you to discuss them with your primary care provider.</div> </div> </div> <div class=""card""> <div id=""headingSixteen"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseSixteen"" aria-expanded=""false"" aria-controls=""collapseSixteen""><span style=""font-size: 1.1rem !important;"">Can I skip some tests or questions in the surveys?</span></button></h5> </div> <div id=""collapseSixteen"" class=""collapse"" aria-labelledby=""headingSixteen"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">Please let us know if you are not comfortable with any of the tests, and we can stop and talk about your options. You will be given the option to not answer questions in questionnaires that make you uncomfortable. However, some components of the study are essential, meaning we cannot complete a visit without them; in that case, we can withdraw you from the study if you choose not to continue.</div> </div> </div> <div class=""card""> <div id=""headingEighteen"" class=""card-header""> <h5 class=""mb-0""><button class=""btn btn-link collapsed"" style=""color: #007bff !important;"" type=""button"" data-toggle=""collapse"" data-target=""#collapseEighteen"" aria-expanded=""false"" aria-controls=""collapseEighteen""><span style=""font-size: 1.1rem !important;"">I have more questions, who can answer them?</span></button></h5> </div> <div id=""collapseEighteen"" class=""collapse"" aria-labelledby=""headingEighteen"" data-parent=""#accordionExample""> <div class=""card-body font-weight-normal"">Our study team is happy to answer any questions you have. Select the ""I still have questions and I would like to have a staff member call me"" button below to submit a request for a phone call from one of our study team members. We also welcome your call or email! The phone numbers and email addresses for each of our study sites are listed above. We'd enjoy giving you any additional information on AI-READI. We hope to hear from you!</div> </div> </div> </div></div>",,,,,,,,,,,,,
scrn_intst2,faq_survey,,radio,Are you interested in learning if you're eligible for our research study?,"1, Yes, I'm interested | 2, I still have questions and I would like to have a staff member call me | 0, No I'm not interested at this time",,,,,,[faq_nd(999)] = '0',y,LV,,,,
survey_timestamps_hdr_6,faq_survey,,descriptive,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <div class=""alert alert-secondary mb-0"" style=""padding-top: 0 !important; padding-bottom: 0 !important;"" role=""alert""> <h6 class=""mt-2""><span style=""color: #666666;""><i class=""fas fa-clock"">ÿ</i> <strong>REDCap Survey Timestamps</strong></span></h6> </div> </div></div>",,,,,,,,,,,,, @HIDDEN-SURVEY
faqstartts,faq_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> FAQ Survey Started Timestamp <span style=""font-weight: normal;"">(from REDCap)</span></span></p></div>",,,,,,,,,LV,,,," @HIDDEN-SURVEY @CALCTEXT(if([survey-time-started:faq_survey]<> '', [survey-time-started:faq_survey],''))"
faqcmpts,faq_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> FAQ Survey Completed Timestamp <span style=""font-weight: normal;"">(from REDCap)</span></span></p></div>",,,,,,,,,LV,,,," @HIDDEN-SURVEY @CALCTEXT(if([survey-time-completed:faq_survey]<> '', [survey-time-completed:faq_survey],''))"
scrcmpdat,screening_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> Screening survey date <span style=""font-weight: normal;"">(date survey/form opened)</span></span></p></div>",,,date_mdy,,,,,,LV,,,, @HIDDEN-SURVEY @TODAY
crcid_scrn,screening_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> Interviewer Code</span></p></div>",,,,,,,[survey-time-completed:screening_survey] = '',,LV,,,, @HIDDEN-SURVEY
screen_nd,screening_survey,,checkbox,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-comment-slash"">ÿ</i> No participant response</span></p></div>","999, Screening survey not done",,,,,,[survey-time-completed:screening_survey] = '',,LV,,,, @HIDDEN-SURVEY
rp_childpot,screening_survey,,yesno,Are you currently pregnant?,,,,,,,[screen_nd(999)] = '0',y,LV,,,,
screen_instructions,screening_survey,,descriptive,"<div class=""rich-text-field-label""><div class=""alert alert-info mt-0 mb-0"" style=""border-color: #93dfed;"" role=""alert""> <h6><i class=""fas fa-info-circle"">ÿ</i><strong>Instructions</strong></h6> <p><span style=""font-weight: normal;"">Has your doctor or other health care provider ever told you that you have any of the following:</span></p> </div></div>",,,,,,,[rp_childpot] = '0' and [screen_nd(999)] = '0',,,,,,
mhterm_dm1,screening_survey,,yesno,"<div class=""rich-text-field-label""><p>Type I Diabetes</p></div>",,,,,,,[rp_childpot] = '0' and [screen_nd(999)] = '0',y,LV,,,,
mh_a1c,screening_survey,,yesno,Elevated A1C levels (elevated blood sugars),,,,,,,[rp_childpot] = '0' and [mhterm_dm1] = '0' and [screen_nd(999)] = '0',y,LV,,,,
mhterm_dm2,screening_survey,,yesno,Type II Diabetes,,,,,,,[rp_childpot] = '0' and [mhterm_dm1] = '0' and [screen_nd(999)] = '0',y,LV,,,,
mh_dm_age,screening_survey,,text,"If yes, at what age were you first diagnosed?",,,integer,1,99,,[mhterm_dm2] = '1',y,LV,,,,
mhterm_predm,screening_survey,,yesno,"<div class=""rich-text-field-label""><p>Pre-diabetes</p></div>",,,,,,,[rp_childpot] = '0' and [mhterm_dm1] = '0' and [mhterm_dm2] = '0' and [screen_nd(999)] = '0',y,LV,,,,
screen_instructions_2,screening_survey,,descriptive,"<div class=""rich-text-field-label""><div class=""alert alert-info mt-0 mb-0"" style=""border-color: #93dfed;"" role=""alert""> <h6><i class=""fas fa-info-circle"">ÿ</i><strong>Instructions</strong></h6> <p><span style=""font-weight: normal;"">Please answer the following questions about managing your A1C and blood glucose levels.</span></p> </div></div>",,,,,,,[rp_childpot] = '0' and [mhterm_dm1] = '0' and ([mhterm_dm2] = '1' or [mhterm_predm]= '1' or [mh_a1c] = '1') and [screen_nd(999)] = '0',,,,,,
cmtrt_a1c,screening_survey,,radio,"<div class=""rich-text-field-label""><p>Do you take pills to control your A1C and blood glucose levels?<br /><span style=""color: #577e92; font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol';"">Examples:</span><span style=""color: #577e92; font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol';""> </span><span style=""font-weight: normal; color: #577e92;"">Metformin (Glucophage, Glumetza, Fortamet, Riomet), Glucotrol, Amaryl, DiaBeta, Blynase PresTab, Micronase, Actos, Avandia, Precose, Glyset, Prandin, Starlix, Januvia, Onglyza, Tradjenta, Nesina, Invokana, Farxiga, Jardiance, Welchol, and Cyclocet</span></p></div>","1, Yes | 0, No",,,,,,[rp_childpot] = '0' and [mhterm_dm1] = '0' and ([mhterm_dm2] = '1' or [mhterm_predm]= '1' or [mh_a1c] = '1') and [screen_nd(999)] = '0',y,LV,,,,
cmtrt_insln,screening_survey,,yesno,Do you inject insulin to control your blood glucose levels?,,,,,,,[rp_childpot] = '0' and [mhterm_dm1] = '0' and ([mhterm_dm2] = '1' or [mhterm_predm]= '1' or [mh_a1c] = '1') and [screen_nd(999)] = '0',y,LV,,,,
cmtrt_glcs,screening_survey,,yesno,"<div class=""rich-text-field-label""><p>Do you use other injections to control your blood glucose levels?ÿ <br /><span style=""color: #577e92;"">Examples: <span style=""font-weight: normal;"">Victoza, Ozempic, Symlin, Tanzeum, and Trulicity</span></span></p></div>",,,,,,,[rp_childpot] = '0' and [mhterm_dm1] = '0' and ([mhterm_dm2] = '1' or [mhterm_predm]= '1' or [mh_a1c] = '1') and [screen_nd(999)] = '0',y,LV,,,,
cmtrt_lfst,screening_survey,,yesno,"<div class=""rich-text-field-label""><p>Do you use lifestyle changes to control your A1C and blood glucose levels? <br /><span style=""color: #577e92;"">Examples:<span style=""font-weight: normal;""> regular exercise, avoiding sugary foods and beverages, eating a balanced diet with lots of vegetables, sticking to a consistent eating schedule</span></span></p></div>",,,,,,,[rp_childpot] = '0' and [mhterm_dm1] = '0' and ([mhterm_dm2] = '1' or [mhterm_predm]= '1' or [mh_a1c] = '1') and [screen_nd(999)] = '0',y,LV,,,,
