Map_to_OMOP,Protected_or_open-source,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,temp_Question_or_Answer,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_CONCEPT_CODE,TARGET_STANDARD_CONCEPT,PREDICATE_ID,CONFIDENCE,MODIFIER,value_as_concept_id,qualifier_concept_id,qualifier_source_value
Yes,open-source,health_survey,radio,mhoccur_clsh,1907,Answer,0,mhoccur_clsh_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_clsh,1908,Answer,777,mhoccur_clsh_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_hbp,,Answer,1,mhoccur_hbp_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_hbp,1910,Answer,0,mhoccur_hbp_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_hbp,1911,Answer,777,mhoccur_hbp_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_lbp,,Answer,1,mhoccur_lbp_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_lbp,1913,Answer,0,mhoccur_lbp_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_lbp,1914,Answer,777,mhoccur_lbp_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_pd,,Answer,1,mhoccur_pd_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_pd,1916,Answer,0,mhoccur_pd_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_pd,1917,Answer,777,mhoccur_pd_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ad,,Answer,1,mhoccur_ad_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ad,1919,Answer,0,mhoccur_ad_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ad,1920,Answer,777,mhoccur_ad_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_cogn,,Answer,1,mhoccur_cogn_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_cogn,1926,Answer,0,mhoccur_cogn_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_cogn,1927,Answer,777,mhoccur_cogn_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ms,,Answer,1,mhoccur_ms_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ms,1929,Answer,0,mhoccur_ms_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ms,1930,Answer,777,mhoccur_ms_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_cns,,Answer,1,mhoccur_cns_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_cns,1932,Answer,0,mhoccur_cns_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_cns,1933,Answer,777,mhoccur_cns_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ra,,Answer,1,mhoccur_ra_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ra,1935,Answer,0,mhoccur_ra_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ra,1936,Answer,777,mhoccur_ra_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_oa,,Answer,1,mhoccur_oa_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_oa,1938,Answer,0,mhoccur_oa_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_oa,1939,Answer,777,mhoccur_oa_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ca,,Answer,1,mhoccur_ca_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ca,1941,Answer,0,mhoccur_ca_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ca,1942,Answer,777,mhoccur_ca_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_plm,,Answer,1,mhoccur_plm_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_plm,1944,Answer,0,mhoccur_plm_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_plm,1945,Answer,777,mhoccur_plm_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_gi,,Answer,1,mhoccur_gi_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_gi,1947,Answer,0,mhoccur_gi_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_gi,1948,Answer,777,mhoccur_gi_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ua,,Answer,1,mhoccur_ua_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ua,1950,Answer,0,mhoccur_ua_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ua,1951,Answer,777,mhoccur_ua_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_rnl,,Answer,1,mhoccur_rnl_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_rnl,1953,Answer,0,mhoccur_rnl_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_rnl,1954,Answer,777,mhoccur_rnl_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ear,,Answer,1,mhoccur_ear_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ear,1956,Answer,0,mhoccur_ear_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ear,1957,Answer,777,mhoccur_ear_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_obs,,Answer,1,mhoccur_obs_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_obs,1959,Answer,0,mhoccur_obs_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_obs,1960,Answer,777,mhoccur_obs_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_glc,,Answer,1,mhoccur_glc_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_glc,1976,Answer,0,mhoccur_glc_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_glc,1977,Answer,777,mhoccur_glc_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_amd,,Answer,1,mhoccur_amd_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_amd,1979,Answer,0,mhoccur_amd_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_amd,1980,Answer,777,mhoccur_amd_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_crt,,Answer,1,mhoccur_crt_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_crt,1982,Answer,0,mhoccur_crt_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_crt,1983,Answer,777,mhoccur_crt_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_pdr,,Answer,1,mhoccur_pdr_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_pdr,1985,Answer,0,mhoccur_pdr_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_pdr,1986,Answer,777,mhoccur_pdr_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_rvo,,Answer,1,mhoccur_rvo_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_rvo,1988,Answer,0,mhoccur_rvo_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_rvo,1989,Answer,777,mhoccur_rvo_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ded,,Answer,1,mhoccur_ded_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ded,1991,Answer,0,mhoccur_ded_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ded,1992,Answer,777,mhoccur_ded_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_yn,,Answer,1,mhoccur_yn_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_yn,1994,Answer,0,mhoccur_yn_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_yn,1995,Answer,777,mhoccur_yn_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_mi,1894,Answer,1,mhoccur_mi_1,Yes,4329847,,Myocardial infarction,Condition,SNOMED,Disorder,22298006,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yes,mhterm_dm1,,Answer,1,mhterm_dm1_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,no,mhterm_dm1,,Answer,0,mhterm_dm1_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yes,mhterm_dm2,,Answer,1,mhterm_dm2_1,Yes,201826,,Type 2 diabetes mellitus,Condition,SNOMED,Disorder,44054006,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yes,mhterm_dm2,,Answer,1,mhterm_dm2_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yes,mhterm_predm,,Answer,1,mhterm_predm_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yes,mh_a1c,,Answer,1,mh_a1c_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,
Yes,open-source,device_return,radio,,,Question,dvamwenhand,,Physical Activity Monitor was worn on which wrist?,2005200206,2005200206,Physical Activity Monitor was worn on which wrist?,Observation,AIREADI,Clinical Observation,,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,text,,1044,Question,mh_dm_age,,"If yes, at what age were you first diagnosed?",4307859,,Age at diagnosis,Observation,SNOMED,Observable Entity,423493009,S,skos:closeMatch,0.75,,,,
Yes,open-source,bcva,checkbox,,,Question,viaod_nd,,OD - Not done,,,Right eye Autorefractor not done,,,,,,,,,,,
Yes,open-source,bcva,checkbox,,,Question,viaos_nd,,OS - Not done,,,Left eye Autorefractor not done,,,,,,,,,,,
Yes,open-source,bcva,radio,,,Question,viaodsph_m,,OD - Autorefractor - Sphere +/- modifier,,,,,,,,,,,,,,
Yes,open-source,bcva,radio,,,Question,viaossph_m,,OS - Autorefractor - Sphere +/- modifier,,,,,,,,,,,,,,
Yes,open-source,bcva,checkbox,viaodnd,,Answer,1,viaodnd_1,Not done,,,,,,,,,,,,,,
Yes,open-source,bcva,checkbox,viaosnd,,Answer,1,viaosnd_1,Not done,,,,,,,,,,,,,,
Yes,open-source,bcva,radio,viaodsph_m,,Answer,1,viaodsph_m_1, + (positive) modifier for viaodsph,,,,,,,,,,,,,,
Yes,open-source,bcva,radio,viaodsph_m,,Answer,0,viaodsph_m_0, - (negative) modifier for viaodsph,,,,,,,,,,,,,,
Yes,open-source,bcva,radio,viaossph_m,,Answer,1,viaossph_m_1, + (positive) modifier for viaossph,,,,,,,,,,,,,,
Yes,open-source,bcva,radio,viaossph_m,,Answer,0,viaossph_m_0, - (negative) modifier for viaossph,,,,,,,,,,,,,,
Yes,open-source,health_survey,radio,,1122,Question,mhoccur_mi,,Heart attack,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,4329847,,4329847,Myocardial infarction
Yes,open-source,health_survey,radio,,1123,Question,mhoccur_cvdot,,"Other heart issues (Examples: pacemaker, heart valve disease, open heart surgery)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,2005200627,,2005200627,"Other heart issues (Examples: pacemaker, heart valve disease, open heart surgery)"
Yes,open-source,health_survey,radio,,1124,Question,mhoccur_strk,,Stroke,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,2005200628,,2005200628,Stroke
Yes,open-source,health_survey,radio,,1126,Question,mhoccur_clsh,,High blood cholesterol,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,4159131,,4159131,Dyslipidemia
Yes,open-source,health_survey,radio,,1127,Question,mhoccur_hbp,,High blood pressure,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,316866,,316866,Hypertensive Disorder
Yes,open-source,health_survey,radio,,1143,Question,mhoccur_ua,,"Urinary problems (Examples: urinary tract infections, incontinence, prostate problems)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,81902,,81902,Urinary tract problems
Yes,open-source,health_survey,radio,,1145,Question,mhoccur_ear,,Hearing impairment,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,439378,,439378,Ear anomalies with hearing impairment
Yes,open-source,health_survey,radio,,1154,Question,mhoccur_pdr,,Diabetic retinopathy (in one or both eyes),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,4174977,,4174977,Retinopathy due to diabetes mellitus
Yes,open-source,health_survey,radio,mhoccur_cvdot,1897,Answer,1,mhoccur_cvdot_1,Yes,2005200627,2005200627,"Other heart issues (Examples: pacemaker, heart valve disease, open heart surgery)",Condition,AIREADI,Disorder,,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_strk,1900,Answer,1,mhoccur_strk_1,Yes,2005200628,2005200628,Stroke,Condition,AIREADI,Disorder,,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_circ,1903,Answer,1,mhoccur_circ_1,Yes,2005200015,2005200015,"Circulation problems (Examples: arteriosclerosis, atherosclerosis, blood clots in lungs or leg veins)",Condition,AIREADI,Disorder,,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ca,1940,Answer,1,mhoccur_ca_1,Yes,4194405,,Cancer confirmed,Condition,SNOMED,Context-dependent,395099008,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_gi,1946,Answer,1,mhoccur_gi_1,Yes,4201745,,Disorder of digestive system,Condition,SNOMED,Disorder,53619000,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_rnl,1952,Answer,1,mhoccur_rnl_1,Yes,2005200017,2005200017,Kidney problems,Condition,AIREADI,Disorder,,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ear,1955,Answer,1,mhoccur_ear_1,Yes,439378,,Ear anomalies with hearing impairment,Condition,SNOMED,Disorder,204224006,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_crt,1981,Answer,1,mhoccur_crt_1,Yes,4317977,,Bilateral cataracts,Condition,SNOMED,Disorder,95722004,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_pdr,1984,Answer,1,mhoccur_pdr_1,Yes,4174977,,Retinopathy due to diabetes mellitus,Condition,SNOMED,Disorder,4855003,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yesno,,1041,Question,mhterm_dm1,,Type I Diabetes,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,201254,,201254,Type 1 diabetes mellitus
Yes,open-source,screening_survey,yes,mhterm_dm1,,Answer,1,mhterm_dm1_1,Yes,201254,,Type 1 diabetes mellitus,Condition,SNOMED,Disorder,46635009,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yesno,mhterm_predm,,Answer,1,mhterm_predm_1,Yes,37018196,,Prediabetes,Condition,SNOMED,Clinical Finding,714628002,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yes,mh_a1c,,Answer,1,mh_a1c_1,Yes,2005200547,2005200547,Elevated A1C levels (elevated blood sugars),Condition,AIREADI,Disorder,,S,skos:exactMatch,1,,,,
Yes,open-source,bcva,text,,1494,Question,viaocmpdat,,Date BCVA performed,4160030,,Performed,Observation,SNOMED,Qualifier Value,398166005,S,skos:closeMatch,0.75,Date BCVA performed,,4303261,Best corrected visual acuity
Yes,open-source,cesd10_survey,text,,1194,Question,cesmpdat,,CES-D-10 survey date,4160030,,Performed,Observation,SNOMED,Qualifier Value,398166005,S,skos:closeMatch,0.75,CES-D-10 survey date,,2005200570,CES-D-10 Survey
Yes,open-source,cesd10_survey,text,,1208,Question,cesstartts,,CES-D-10 Survey Started Timestamp (from REDCap),2005200558,,Survey Started Timestamp,Observation,AIREADI,Qualifier Value,118575009,S,skos:closeMatch,0.75,CES-D-10 Survey Started Timestamp (from REDCap),,2005200570,CES-D-10 Survey
Yes,open-source,cesd10_survey,text,,1209,Question,cescmpts,,CES-D-10 Survey Completed Timestamp (from REDCap),2005200559,,Survey Completed Timestamp,Observation,AIREADI,Qualifier Value,118575009,S,skos:closeMatch,0.75,CES-D-10 Survey Completed Timestamp (from REDCap),,2005200570,CES-D-10 Survey
Yes,open-source,consent_survey,text,,1071,Question,icf_dat,,Consent survey/form date (date survey/form opened),4160030,,Performed,Observation,SNOMED,Qualifier Value,398166005,S,skos:closeMatch,0.75,Consent survey/form date (date survey/form opened),,2005200565,Consent Survey
