Map_to_OMOP,Protected_or_open-source,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,PREDICATE_ID,CONFIDENCE,MODIFIER,qualifier_concept_id,qualifier_source_value,NOTES
Yes,open-source,health_survey,radio,,1125,mhoccur_circ,,"Circulation problems (Examples: arteriosclerosis, atherosclerosis, blood clots in lungs or leg veins)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,2005200015,2005200015,Circulation problems,67434-1
Yes,open-source,health_survey,radio,,1126,mhoccur_clsh,,High blood cholesterol,40761393,,Ever told by doctor or nurse that you have high blood cholesterol,Observation,LOINC,Clinical Observation,S,58292-4,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,,1127,mhoccur_hbp,,High blood pressure,40761396,,Ever told by doctor or nurse that you have high blood pressure,Observation,LOINC,Survey,S,58295-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,,1128,mhoccur_lbp,,Low blood pressure,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,317002,317002,Low blood pressure,Creating local code
Yes,open-source,health_survey,radio,,1129,mhoccur_pd,,Parkinson's disease,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,381270,381270,Parkinson's disease,LA27533-1
Yes,open-source,health_survey,radio,,1130,mhoccur_ad,,"Dementia (Examples: Alzheimer's Disease, vascular dementia, etc)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,4182210,4182210,Dementia,Removed local code 2005200015
Yes,open-source,health_survey,radio,,1131,mhcat_adot,,"If yes, please choose between:",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,378419,378419,Alzheimer's disease,
Yes,protected,health_survey,text,,1132,mhcat_dmtaot,,Other (please specify):,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,2005200451,2005200451,Other types of Dementia or Alzheimer's Disease,LA6310-2
Yes,open-source,health_survey,radio,,1133,mhoccur_cogn,,"Mild cognitive impairment (known as ""MCI""; mild but noticeable cognitive changes, may slow or interfere with daily activities but does not stop them)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,439795,439795,Minimal cognitive impairment,
Yes,open-source,health_survey,radio,,1134,mhoccur_ms,,Multiple sclerosis,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,374919,374919,Multiple sclerosis,use 374919 for yes
Yes,open-source,health_survey,radio,,1135,mhoccur_cns,,Other neurological conditions,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,46271045,46271045,Neurocognitive disorder,use 46271045 for yes
Yes,protected,health_survey,text,,1136,mhoccur_cnsot,,"If yes, please specify:",2005200455,2005200455,Neurocognitive disorder please specify,Observation,AIREADI,Survey,S,,skos:exactMatch,1,36309562,36309562,Other neurological conditions,LA28880-5
Yes,open-source,health_survey,radio,,1137,mhoccur_ra,,Arthritis (joint pain),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,4291025,4291025,Arthritis,use 4291025 for yes
Yes,open-source,health_survey,radio,,1138,mhoccur_oa,,Osteoporosis,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,80502,80502,Osteoporosis,LA10527-2
Yes,open-source,health_survey,radio,,1139,mhoccur_ca,,Cancer (any type),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,45877275,45877275,Cancer,
Yes,protected,health_survey,text,,1140,mhoccur_cnrot,,"If yes, please specify:",2005200459,2005200459,Other cancer type please (specify),Observation,AIREADI,Survey,S,,skos:exactMatch,1,2005200459,2005200459,Other cancer type please (specify),
Yes,open-source,health_survey,radio,,1141,mhoccur_plm,,"Chronic pulmonary (lung) problems (Examples: emphysema, asthma, tuberculosis, asbestosis)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,4186898,4186898,Chronic lung disease,
Yes,open-source,health_survey,radio,,1142,mhoccur_gi,,"Digestive problems (Examples: stomach ulcer, gastrointestinal problems, hiatal hernia)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,4201745,4201745,Disorder of digestive system,
Yes,open-source,health_survey,radio,,1143,mhoccur_ua,,"Urinary problems (Examples: urinary tract infections, incontinence, prostate problems)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,45877281,45877281,Urinary tract problems,LA17005-2
Yes,open-source,health_survey,radio,,1144,mhoccur_rnl,,Kidney problems,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,2005200017,2005200017,Kidney problems,LA4591-9
Yes,open-source,health_survey,radio,,1145,mhoccur_ear,,Hearing impairment,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,45882741,45882741,Hearing impairment,
Yes,open-source,health_survey,radio,,1146,mhoccur_obs,,Obesity,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,433736,433736,Obesity,
Yes,open-source,health_survey,radio,,1147,fh_dm2pt,,Were either of your parents diagnosed with Type II Diabetes?,2005200018,2005200018,Were either of your parents diagnosed with Type II Diabetes?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,160303001
Yes,open-source,health_survey,checkbox,,1148,fh_dm2ptsp,,"If yes, which parent?",2005200463,2005200463,Was your mother or father diagnosed with Type II Diabetes?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,,1149,fh_dm2sb,,Has a sibling been diagnosed with Type II Diabetes?,2005200019,2005200019,Has a sibling been diagnosed with Type II Diabetes?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,430679000
Yes,open-source,health_survey,checkbox,,1150,fh_dm2sbsp,,"If yes, please check all that apply:",2005200464,2005200464,"If yes, please check all that apply: brother, sister, half-sister, half-brother",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,each answer options are mapped based on each checkboxes clicked
Yes,open-source,health_survey,radio,,1151,mhoccur_glc,,Glaucoma (in one or both eyes),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,437541,437541,Glaucoma,23986001
Yes,open-source,health_survey,radio,,1152,mhoccur_amd,,Age-related macular degeneration (AMD) (in one or both eyes),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,374028,374028,Age related macular degeneration,267718000
Yes,open-source,health_survey,radio,,1153,mhoccur_crt,,Cataracts (in one or both eyes),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,45876993,45876993,Cataracts,LA16306-5
Yes,open-source,health_survey,radio,,1154,mhoccur_pdr,,Diabetic retinopathy (in one or both eyes),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,3043772,3043772,Diabetic retinopathy [Minimum Data Set],45672-3
Yes,open-source,health_survey,radio,,1155,mhoccur_rvo,,"Retinal vascular occlusion (""stroke in the eye or eye vessels"" - in one or both eyes)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,440392,440392,Retinal vascular occlusion,73757007
Yes,open-source,health_survey,radio,,1156,mhoccur_ded,,Dry eye (in one or both eyes),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,4036620,4036620,Dry eyes,162290004
Yes,open-source,health_survey,radio,,1157,mhoccur_yn,,"Have you been diagnosed with any conditions not listed above? (any condition, not just eyes)",2005200470,2005200470,"Have you been diagnosed with any conditions not listed above? (any condition, not just eyes)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,76472-0
Yes,protected,health_survey,text,,1158,mhoccur_ot,,"If yes, please specify:",2005200472,2005200472,Other (specify),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,LA6310-2
Yes,open-source,health_survey,radio,,1159,mhoccur_fall,,Have you fallen in the last 12 months? (a fall is defined as an event which results in a person coming to rest inadvertently on the ground or floor or other lower level),40757198,,Falls in the past year,Observation,LOINC,Survey,S,52552-7,skos:closeMatch,1,,,,
Yes,open-source,health_survey,text,,1160,mhoccur_fallot,,"If so, how many times in the last 12 months?",4310026,,Number of falls in last year,Observation,SNOMED,Observable Entity,S,391002003,skos:closeMatch,1,,,,
Yes,open-source,health_survey,text,,1161,mhstartts,,Health Survey Started Timestamp (from REDCap),2005200558,,Survey Started Timestamp,Observation,AIREADI,Qualifier Value,S,118575009,skos:closeMatch,0.75,Health Survey Started Timestamp (from REDCap),2005200568,Health Survey,99423-6
Yes,open-source,health_survey,text,,1162,mhcmpts,,Heath Survey Completed Timestamp (from REDCap),2005200559,,Survey Completed Timestamp,Observation,AIREADI,Qualifier Value,S,118575009,skos:closeMatch,0.75,Heath Survey Completed Timestamp (from REDCap),2005200568,Health Survey,99423-6
Yes,open-source,substance_use_survey,text,,1163,sucmpdat,,Substance use survey date,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Substance use survey date,2005200569,Substance Use Survey,Performed on value_as_concept_id = 1035260 | LA30233-3
No,locked (unavailable),substance_use_survey,text,,1164,crcid_su,,Interviewer Code,none - OPS,,,,,,,N/A - operational variable,,,,,,
No,open-source,substance_use_survey,checkbox,,1165,su_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,S,G9604,skos:closeMatch,0.75,,,,LA10996-9
Yes,open-source,substance_use_survey,radio,,1166,susmkncf,,Have you smoked at least 100 cigarettes or more in your lifetime?  (100 cigarettes = 5 packs),40766306,,Smoked at least 100 cigarettes in entire life,Observation,LOINC,Clinical Observation,S,63581-3,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,,1167,susmkstaage,,At what age did you start smoking? (Age started - years old),40770348,,At which age did you start smoking [PhenX],Observation,LOINC,Clinical Observation,S,67740-1,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,,1168,susmkcdur,,Do you smoke now?,40766945,,Current smoker,Observation,LOINC,Clinical Observation,S,64234-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,,1169,susmkstoage,,How many total years have you smoked?,40770349,,Smoking tobacco use duration,Observation,LOINC,Clinical Observation,S,67741-9,skos:exactMatch,1,,,,88029-4
Yes,open-source,substance_use_survey,dropdown,,1170,susmkdosfr,,On average how many cigarettes do/did you usually smoke in a day? (Number of cigarettes | 20 cigarettes = 1 pack),40769208,,How many of these do you smoke per day [#] [PhenX],Observation,LOINC,Clinical Observation,S,66548-9,skos:closeMatch,1,,,,
Yes,open-source,substance_use_survey,radio,,1171,sualckncf,,Have you ever consumed alcohol?,40772145,,Do you ever drink alcohol - including beer or wine [Reported.PHQ],Observation,LOINC,Survey,S,69721-9,skos:closeMatch,0.75,,,,
Yes,open-source,substance_use_survey,dropdown,,1172,sualcage,,At what age did you start drinking alcohol? (Age started - years old),40766301,,"At what age did you begin to drink regularly - that is, drinking at least once a month for 6 months or more [SSAGA II]",Observation,LOINC,Clinical Observation,S,63576-3,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,,1173,suvptoyr,,How many total years have you consumed alcohol?,44786670,,Number of years alcohol consumed [Time],Observation,LOINC,Clinical Observation,S,74012-6,skos:closeMatch,0.75,,,,
Yes,open-source,substance_use_survey,radio,,1174,subrkncf,,Have you had any beer or ale in the past year?,2005200024,2005200024,Have you had any beer or ale in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,363905002
Yes,open-source,substance_use_survey,dropdown,,1175,subrdosfr,,"During the average week, how many 12 oz. bottles or cans of beer do you usually drink? (Number of bottles or cans per week)",2005200025,2005200025,"During the average week, how many 12 oz. bottles or cans of beer do you usually drink? (Number of bottles or cans per week)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,363905002
Yes,open-source,substance_use_survey,radio,,1176,suwnkncf,,Have you had any wine in the past year?,2005200026,2005200026,Have you had any wine in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,363905002
Yes,open-source,substance_use_survey,dropdown,,1177,suwndosfr,,"During the average week, how many 5 oz. glasses of wine do you usually drink?  The average wine bottle has 5 servings. (Number of glasses per week)",2005200027,2005200027,"During the average week, how many 5 oz. glasses of wine do you usually drink?  The average wine bottle has 5 servings. (Number of glasses per week)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,363905002
Yes,open-source,substance_use_survey,radio,,1178,sulqkncf,,"Have you had any liquor in the past year, such as brandy, whiskey, vodka, gin, schnapps, cocktails, or liqueurs?",2005200028,2005200028,"Have you had any liquor in the past year, such as brandy, whiskey, vodka, gin, schnapps, cocktails, or liqueurs?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,363905002
Yes,open-source,substance_use_survey,dropdown,,1179,sulqdosfr,,"During the average week, how many 1.5 oz. of liquor do you usually drink, either as shots or in mixed cocktails? (Number of drinks per week)",2005200029,2005200029,"During the average week, how many 1.5 oz. of liquor do you usually drink, either as shots or in mixed cocktails? (Number of drinks per week)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,363905002
Yes,open-source,substance_use_survey,radio,,1180,sualcdrv,,"Do you drive after having a drink, even if it is only one drink?",2005200030,2005200030,"Do you drive after having a drink, even if it is only one drink?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,405137009
Yes,open-source,substance_use_survey,radio,,1181,suvpkncf1,,Have you ever vaped or used e-cigarettes?,2005200031,2005200031,Have you ever vaped or used e-cigarettes?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,OMOP5181836
Yes,open-source,substance_use_survey,dropdown,,1182,suvpstage,,At what age did you start vaping or using e-cigarettes? (Age started - years old),2005200032,2005200032,At what age did you start vaping or using e-cigarettes? (Age started - years old),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,OMOP5181836
Yes,open-source,substance_use_survey,radio,,1183,suvpcdur,,Do you vape or use e-cigarettes now?,2005200033,2005200033,Do you vape or use e-cigarettes now?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,OMOP5181836
Yes,open-source,substance_use_survey,dropdown,,1184,suvptoage,,How many total years have you vaped or used e-cigarettes?,2005200034,2005200034,How many total years have you vaped or used e-cigarettes?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,OMOP5181836
