Origin,Date of Variable Modification,Map to OMOP?,transferred to fairhub (REDCap dataset),Protected or open-source?,Extension Needed,original sort order,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,PREDICATE_ID,CONFIDENCE,MODIFIER,NOTES,NOTES_Outdated,,"Choices, Calculations, OR Slider Labels",Field Note,PhenX Protocol,PhenX_Protocol_ID,PhenX_Variable,PhenX_Exact_or_Modified,Ext_Vocabulary_ID,Ext_Subvocabulary_ID,Ext_Vocabulary_Subcategory,Ext_Domain,Ext_Concept_Name ,Ext_Concept_Code ,REDCAP_ File Fieldname_Naming_Unit,SRC_CODE,SRC_CODE_DESCRITPION,UCUM_Concept_ID
Original,6/23/2023,No,No,locked (unavailable),No,78,consent_survey,radio,,1077,icf_consent,,I have read this entire form and I agree to be in this study.,3018196,,Informed consent obtained,Observation,LOINC,Clinical Observation,S,19826-7,skos:closeMatch,0.75,,,10/2,,"1, Yes, I agree to participate | 0, No, I do not agree to participate",,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,79,consent_survey,text,,1078,icf_fname,,Your First Name,1617559,,First (Given) name Person,Observation,LOINC,Clinical Observation,S,97848-6,skos:closeMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,80,consent_survey,text,,1079,icf_lname,,Your Last Name,1617135,,Last (Family) name Person,Observation,LOINC,Clinical Observation,S,97847-8,skos:closeMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,81,consent_survey,file,,1080,icf_sign,,Your Signature,42537431,,Consent given for observational study participation,Observation,SNOMED,Clinical Finding,S,736814000,skos:relatedMatch,0.5,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,82,consent_survey,text,,1081,icfsvyts,,Consent Survey Start Timestamp,2005200218,2005200218, Consent Survey Start Timestamp,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6,10/2,,,,,,,,AIREADI,consent_survey,,Observation,Consent Survey Start Timestamp,:::,,sec,seconds,8555
Changed,4/25/2024,Yes,Yes,open-source,Yes,83,consent_survey,text,,1082,icfcmpts,,Consent Survey Completed Timestamp,2005200219,2005200219,Consent Survey Completed Timestamp,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6,10/2,,,,,,,,AIREADI,consent_survey,,Observation,Consent Survey Completed Timestamp,:::,,sec,seconds,8555
Original,6/23/2023,No,No,locked (unavailable),No,84,staff_consent_attestation_survey,text,,1083,icfa_version,,Version,40770946,,Form version,Observation,LOINC,Survey,S,68356-5,skos:closeMatch,0.75,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,85,staff_consent_attestation_survey,checkbox,,1084,icfa_attestation,,Consent Attestation,765499,,Written consent completed,Observation,SNOMED,Clinical Finding,S,5821000175103,skos:closeMatch,0.75,,,10/2,,"1, I confirm [icf_fname] [icf_lname] gave consent.",,,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,Yes,86,staff_consent_attestation_survey,text,,1085,icfa_dat,,Date of Consent Attestation,2005200425,2005200425,Performed date of  Consent Attestation,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,87,staff_consent_attestation_survey,text,,1086,icfa_fname,,Study Staff First Name,42869495,,Personnel First (Given) name,Observation,LOINC,Clinical Observation,S,71739-7,skos:closeMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,88,staff_consent_attestation_survey,text,,1087,icfa_lname,,Study Staff Last Name,42869496,,Personnel Last (Family) name,Observation,LOINC,Clinical Observation,S,71740-5,skos:closeMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,89,staff_consent_attestation_survey,file,,1088,icfa_sign,,Study Staff Signature,42537431,,Consent given for observational study participation,Observation,SNOMED,Clinical Finding,S,736814000,skos:relatedMatch,0.5,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,90,download_consent,file,,1089,icf_pdf,,You can download your completed consent form by clicking on the link below.,none - OPS,,,,,,,N/A - operational variable,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,Yes,91,participant_contact_information_survey,text,,1090,prtcmpdat,,Participant contact survey/form date (date survey/form opened),2005200426,2005200426,Performed date of  Participant contact survey/form,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,92,participant_contact_information_survey,text,,1091,crcid_prt,,Interviewer Code,none - OPS,,,,,,,N/A - operational variable,,,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,93,participant_contact_information_survey,checkbox,,1092,parcon_nd,,No participant response,45877597,,No response,Observation,HCPCS,HCPCS,S,G9604,skos:closeMatch,1,,,10/2,,"999, Participant contact survey not done",,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,94,participant_contact_information_survey,text,,1093,prt_street,,Street/PO Box,36309067,,Street,Meas Value,LOINC,Answer,S,LA28897-9,skos:broadMatch,0.75,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,95,participant_contact_information_survey,text,,1094,prt_city,,City,40771522,,City,Observation,LOINC,Survey,S,68997-6,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,96,participant_contact_information_survey,dropdown,,1095,prt_state,,State,3052558,,State of residence,Observation,LOINC,Survey,S,46499-0,skos:exactMatch,1,,,10/2,,"AL, Alabama | AK, Alaska | AZ, Arizona | AR, Arkansas | CA, California | CO, Colorado | CT, Connecticut | DE, Delaware | FL, Florida | GA, Georgia | HI, Hawaii | ID, Idaho | IL, Illinois | IN, Indiana | IA, Iowa | KS, Kansas | KY, Kentucky | LA, Louisiana | ME, Maine | MD, Maryland | MA, Massachusetts | MI, Michigan | MN, Minnesota | MS, Mississippi | MO, Missouri | MT, Montana | NE, Nebraska | NV, Nevada | NH, New Hampshire | NJ, New Jersey | NM, New Mexico | NY, New York | NC, North Carolina | ND, North Dakota | OH, Ohio | OK, Oklahoma | OR, Oregon | PA, Pennsylvania | RI, Rhode Island | SC, South Carolina | SD, South Dakota | TN, Tennessee | TX, Texas | UT, Utah | VT, Vermont | VA, Virginia | WA, Washington | WV, West Virginia",,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,97,participant_contact_information_survey,text,,1096,prt_zip,,Zip Code,3043579,,Postal code [Location],Observation,LOINC,Clinical Observation,S,45401-7,skos:closeMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,98,participant_contact_information_survey,text,,1097,prt_email,,Email Address,36303592,,Contact email address,Observation,LOINC,Clinical Observation,S,89058-2,skos:closeMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,99,participant_contact_information_survey,text,,1098,prt_phone,,Phone (best number to contact you),36303303,,Contact Phone number,Observation,LOINC,Clinical Observation,S,89060-8,skos:broadMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,No,No,locked (unavailable),No,100,participant_contact_information_survey,yesno,,1099,prt_cell_phone,,Is this a cell phone?,36303303,,Contact Phone number,Observation,LOINC,Clinical Observation,S,89060-8,skos:broadMatch,0.75,Cell,"1 = Home, 2 = Cell, 3 = Alternate, 4 = Alternate Cell",10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,No,No,locked (unavailable),No,101,participant_contact_information_survey,text,,1100,prt_phone_2,,Alternate phone number,36303303,,Contact Phone number,Observation,LOINC,Clinical Observation,S,89060-8,skos:broadMatch,0.75,Alternate,"1 = Home, 2 = Cell, 3 = Alternate, 4 = Alternate Cell",10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,No,No,locked (unavailable),No,102,participant_contact_information_survey,yesno,,1101,prt_cell_phone_2,,Is the alternate phone number a cell phone?,36303303,,Contact Phone number,Observation,LOINC,Clinical Observation,S,89060-8,skos:broadMatch,0.75,Alternate Cell,"1 = Home, 2 = Cell, 3 = Alternate, 4 = Alternate Cell",10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,103,participant_contact_information_survey,radio,,1102,prefmthd,,Preferred mode of contact?,4177227,,Preferred mode of communication,Observation,SNOMED,Observable Entity,S,428330008,skos:closeMatch,1,,,10/2,,"1, Phone call | 2, Text message | 3, Email | 4, Mail",,,,,,,,,,,,,,,
Deleted,4/30/2024,No,No,locked (unavailable),No,104,participant_contact_information_survey,checkbox,,1103,add_enrolled,,Add participant record to Enrolled Project,none - OPS,,,,,,,N/A - operational variable,,,,,10/2,,"1, Checking this box and saving the form will add [record_id] to the Enrolled project as a consented participant",,,,,,,,,,,,,,,
Original,4/11/2024,No,No,locked (unavailable),No,105,participant_contact_information_survey,text,,1104,prtstartts,,Participant Contact Survey Started Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,skos:relatedMatch,0.5,,,10/2,,,,,,,,AIREADI,participant_contact_information_survey,,Observation,Participant Contact Survey Started Timestamp (from REDCap),99423-6:skos:relatedMatch:0.5:,,sec,seconds,8555
Original,4/11/2024,No,No,locked (unavailable),No,106,participant_contact_information_survey,text,,1105,prtcmpts,,Participant Contact Survey Completed Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,skos:relatedMatch,0.5,,,10/2,,,,,,,,AIREADI,participant_contact_information_survey,,Observation,Participant Contact Survey Completed Timestamp (from REDCap),99423-6:skos:relatedMatch:0.5:,,sec,seconds,8555
Changed,4/30/2024,Yes,Yes,open-source,Yes,107,demographics_survey,text,,1106,dmgcmpdat,,Demographic survey date (date survey/form opened),2005200427,2005200427,Performed date of  Demographic survey date ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,
Changed,4/2/2024,No,No,locked (unavailable),No,108,demographics_survey,text,,1107,crcid_dmg,,Interviewer Code,none - OPS,,,,,,,N/A - operational variable,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,109,demographics_survey,checkbox,,1108,dmg_nd,,No participant response,915709,,Patient survey results not available,Observation,LOINC,Survey,S,G9604,skos:closeMatch,0.75,,LA10996-9,10/2,,"999, Recruitment survey not done",,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,110,demographics_survey,dropdown,,1109,brthmm,,Month (e.g. Jan or Feb),45881910,,Month,Meas Value,LOINC,Answer,S,LA14217-6,skos:closeMatch,1,,,10/2,,"1, January | 2, February | 3, Mar | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December | 0, Unknown",,,,,,,,,,,,,,,
Original,6/23/2023,No,No,locked (unavailable),No,111,demographics_survey,dropdown,,1110,brthdd,,Day (01 - 31),45881908,,Day,Meas Value,LOINC,Answer,S,LA15804-0,skos:closeMatch,1,,,10/2,,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30 | 31, 31 | 0, Unknown",,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,112,demographics_survey,text,,1111,brthyy,,Year (e.g. 1967),4078999,,Calendar year,Observation,SNOMED,Qualifier Value,S,277267003,skos:closeMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,113,demographics_survey,text,,1112,cage,,Age (in years),4265453,,Age,Observation,SNOMED,Qualifier Value,S,397669002,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,114,demographics_survey,radio,,1113,cl_maristat,,Marital Status,4053609,,Marital status,Observation,SNOMED,Observable Entity,S,125680007,skos:exactMatch,1,,,10/2,,"C51773, Married | C51774, Single | C51776, Divorced | C51775, Widowed | C53262, Domestic Partner | C51777, Living separately but not divorced | 888, Other | 777, Prefer not to say",,,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,protected,No,115,demographics_survey,text,,1114,cl_maristatot,,Other (please specify),4053609,,Marital status,Observation,SNOMED,Observable Entity,S,125680007,skos:exactMatch,1,,LA6310-2,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,protected,No,116,demographics_survey,radio,,1115,genderid,,What gender do you identify as?,46235215,,Gender identity,Observation,LOINC,Clinical Observation,S,76691-5,skos:exactMatch,1,,,10/2,,"1, Man (including transgender men) | 2, Woman (including transgender women) | 3, Non-binary | 888, Other | 777, Prefer not to say",,,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,protected,No,117,demographics_survey,text,,1116,genderidot,,Other (please specify),46235215,,Gender identity,Observation,LOINC,Clinical Observation,S,76691-5,skos:exactMatch,1,,LA6310-2,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,118,demographics_survey,text,,1117,dmgstartts,,Demographics Survey Started Timestamp (from REDCap),2005200223,2005200223,Demographics Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6,10/2,,,,,,,,AIREADI,demographics_survey,,Observation,Demographics Survey Started Timestamp (from REDCap),:skos:exactMatch:1:,,sec,seconds,8555
Changed,4/25/2024,Yes,Yes,open-source,Yes,119,demographics_survey,text,,1118,dmgcmpts,,Demograhics Survey Completed Timestamp (from REDCap),2005200224,2005200224,Demograhics Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6,10/2,,,,,,,,AIREADI,demographics_survey,,Observation,Demograhics Survey Completed Timestamp (from REDCap),:skos:exactMatch:1:,,sec,seconds,8555
Changed,4/30/2024,Yes,Yes,open-source,Yes,120,health_survey,text,,1119,mhcmpdat,,Health survey date,2005200428,2005200428,Performed date of  Health survey ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,
Original,4/2/2024,No,No,locked (unavailable),No,121,health_survey,text,,1120,crcid_mh,,Interviewer Code,none - OPS,,,,,,,N/A - operational variable,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,122,health_survey,checkbox,,1121,mh_nd,,No participant response,915709,,Patient survey results not available,Observation,LOINC,Survey,S,G9604,skos:closeMatch,0.75,,LA10996-9,10/2,,"999, Recruitment survey not done",,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,123,health_survey,radio,,1122,mhoccur_mi,,Heart attack,40761439,,Ever told by doctor that you had a myocardial infarction or heart attack,Observation,LOINC,Survey,S,58338-5,skos:exactMatch,1,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say",,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,124,health_survey,radio,,1123,mhoccur_cvdot,,"Other heart issues (Examples: pacemaker, heart valve disease, open heart surgery)",40766916,,Has doctor ever told you that you had heart trouble [PhenX],Observation,LOINC,Survey,S,64204-1,skos:exactMatch,1,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say",,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,125,health_survey,radio,,1124,mhoccur_strk,,Stroke,40768407,,Have you ever been told by a physician that you had a stroke [PhenX],Observation,LOINC,Survey,S,65718-9,skos:exactMatch,1,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say",,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,126,health_survey,radio,,1125,mhoccur_circ,,"Circulation problems (Examples: arteriosclerosis, atherosclerosis, blood clots in lungs or leg veins)",2005200014,2005200014,"Has a doctor or other healthcare professional ever told you that you have/had Circulation problems (Examples: arteriosclerosis, atherosclerosis, blood clots in lungs or leg veins)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,67434-1,10/2,,"1, Yes | 0, No | 777, Prefer not to say",,,,,,AIREADI,health_survey,,Observation,"Circulation problems (Examples: arteriosclerosis, atherosclerosis, blood clots in lungs or leg veins)",:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,127,health_survey,radio,,1126,mhoccur_clsh,,High blood cholesterol,40761393,,Ever told by doctor or nurse that you have high blood cholesterol,Observation,LOINC,Clinical Observation,S,58292-4,skos:exactMatch,1,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say",,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,128,health_survey,radio,,1127,mhoccur_hbp,,High blood pressure,40761396,,Ever told by doctor or nurse that you have high blood pressure,Observation,LOINC,Survey,S,58295-7,skos:exactMatch,1,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say",,,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,Yes,129,health_survey,radio,,1128,mhoccur_lbp,,Low blood pressure,2005200447,2005200447,Has a doctor or other healthcare professional ever told you that you have/had low blood pressure,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Creating local code,10/2,,"1, Yes | 0, No | 777, Prefer not to say",,,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,Yes,130,health_survey,radio,,1129,mhoccur_pd,,Parkinson's disease,2005200448,2005200448,Has a doctor or other healthcare professional ever told you that you have/had Parkinson's disease,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,LA27533-1,10/2,,"1, Yes | 0, No | 777, Prefer not to say",,,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,Yes,131,health_survey,radio,,1130,mhoccur_ad,,"Dementia (Examples: Alzheimer's Disease, vascular dementia, etc)",2005200449,2005200449,Has a doctor or other healthcare professional ever told you that you have/had Dementia,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Removed local code 2005200015,10/2,,"1, Yes | 0, No | 777, Prefer not to say",,,,,,AIREADI,health_survey,,Observation,"Dementia (Examples: Alzheimer's Disease, vascular dementia, etc)",:skos:exactMatch:1:,,,,
Changed,4/30/2024,Yes,Yes,open-source,Yes,132,health_survey,radio,,1131,mhcat_adot,,"If yes, please choose between:",2005200450,2005200450,Has a doctor or other healthcare professional ever told you that you have/had Alzheimer's disease,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,10/2,,"1, Alzheimer's disease | 888, Other | 999, Unsure from the options listed | 777, Prefer not to say",,,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,protected,Yes,133,health_survey,text,,1132,mhcat_dmtaot,,Other (please specify):,2005200451,2005200451,Has a doctor or other healthcare professional ever told you that you have other types of Dementia  or Alzheimer's Disease,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,LA6310-2,10/2,,,,,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,Yes,134,health_survey,radio,,1133,mhoccur_cogn,,"Mild cognitive impairment (known as ""MCI""; mild but noticeable cognitive changes, may slow or interfere with daily activities but does not stop them)",2005200452,2005200452,Has a doctor or other healthcare professional ever told you that you have/had a mild cognitive impairment,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say",,,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,Yes,135,health_survey,radio,,1134,mhoccur_ms,,Multiple sclerosis,2005200453,2005200453,Has a doctor or other healthcare professional ever told you that you have/had multiple sclerosis,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,use 374919 for yes,10/2,,"1, Yes | 0, No | 777, Prefer not to say",,,,,,,,,,,,,,,
