concept_id,concept_name,domain_id,vocabulary_id,subvocabulary_id,concept_code,PREDICATE_ID,CONFIDENCE,predicate_label,provenance,,Origin,Date of Variable Modification,Map to OMOP?,transferred to fairhub (REDCap dataset),Protected or open-source?,Extension Needed,original sort order,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,CONFIDENCE,MODIFIER,NOTES,Dev Version,,"Choices, Calculations, OR Slider Labels",Field Note,PhenX Protocol,PhenX_Protocol_ID,PhenX_Variable,PhenX_Exact_or_Modified,Ext_Vocabulary_ID,Ext_Subvocabulary_ID,Ext_Vocabulary_Subcategory,Ext_Domain,Ext_Concept_Name ,Ext_Concept_Code ,REDCAP_ File Fieldname_Naming_Unit,SRC_CODE,SRC_CODE_DESCRITPION,UCUM_Concept_ID,MOCA_File_Fieldname,MOCA File Fieldname_Naming_Unit,MOCA_Example_Data,MOCA_Data_Type,MOCA_Value_Range,MOCA_Data_Description,Equivalent_NDA_MOCA_element_name (at https://nda.nih.gov/data_structure.html?short_name=moca01)
,"Have you ever used marijuana (cannabis)? (This includes smoking marijuana, using cannabis concentrates, and edibles.)",Condition,AIREADI,substance_use_survey,733460004,skos:closeMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,187,substance_use_survey,radio,,1186,sumrjkncf,,"Have you ever used marijuana (cannabis)? (This includes smoking marijuana, using cannabis concentrates, and edibles.)",37116660,,Marijuana user,Condition,SNOMED,Clinical Finding,S,733460004,0.5,1,"1= ever used, 2 = currently use, 3= route form of marijuana use, 4= total years used, 5=how many days in typical week",10/2,,"1, Yes | 0, No | 777, Prefer not to say",,,,,,AIREADI,substance_use_survey,,Observation,"Have you ever used marijuana (cannabis)? (This includes smoking marijuana, using cannabis concentrates, and edibles.)",#REF!,,,,,,,,,,,
,In what form do you usually use marijuana?  (check all that apply),Condition,AIREADI,substance_use_survey,733460004,skos:closeMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,190,substance_use_survey,checkbox,,1189,sumrjtrt,,In what form do you usually use marijuana?  (check all that apply),37116660,,Marijuana user,Condition,SNOMED,Clinical Finding,S,733460004,0.5,3,"1= ever used, 2 = currently use, 3= route form of marijuana use, 4= total years used, 5=how many days in typical week",10/2,,"1, Inhaled/Smoked (for example: joints, blunts, bongs, vaping, dabs, )| 2, Oral/Edibles  (for example: oils, tinctures, beverages, capsules, sprays)  | 3, Topical (for example: sprays or oils) | 777, Prefer not to say",,,,,,AIREADI,substance_use_survey,,Observation,In what form do you usually use marijuana?  (check all that apply),#REF!,,,,,,,,,,,
,How many total years have you used marijuana?,Condition,AIREADI,substance_use_survey,733460004,skos:closeMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,191,substance_use_survey,dropdown,,1190,sumrjceddur,,How many total years have you used marijuana?,37116660,,Marijuana user,Condition,SNOMED,Clinical Finding,S,733460004,0.5,4,"1= ever used, 2 = currently use, 3= route form of marijuana use, 4= total years used, 5=how many days in typical week",10/2,,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30 | 31, 31 | 32, 32 | 33, 33 | 34, 34 | 35, 35 | 36, 36 | 37, 37 | 38, 38 | 39, 39 | 40, 40 | 41, 41 | 42, 42 | 43, 43 | 44, 44 | 45, 45 | 46, 46 | 47, 47 | 48, 48 | 49, 49 | 50, 50 | 98, More than 50 years | 999, Prefer not to say",,,,,,AIREADI,substance_use_survey,,Observation,How many total years have you used marijuana?,#REF!,,,,,,,,,,,
,"When you used marijuana, approximately how many days in a typical week would you use it?",Condition,AIREADI,substance_use_survey,733460004,skos:closeMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,192,substance_use_survey,dropdown,,1191,sumrjfr,,"When you used marijuana, approximately how many days in a typical week would you use it?",37116660,,Marijuana user,Condition,SNOMED,Clinical Finding,S,733460004,0.5,5,"1= ever used, 2 = currently use, 3= route form of marijuana use, 4= total years used, 5=how many days in typical week",10/2,,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 777, Prefer not to say",,,,,,AIREADI,substance_use_survey,,Observation,"When you used marijuana, approximately how many days in a typical week would you use it?",#REF!,,,,,,,,,,,
, Substance Use Survey Started Timestamp (from REDCap),Observation,AIREADI,substance_use_survey,99423-6,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,193,substance_use_survey,text,,1192,sustartts,, Substance Use Survey Started Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,0.5,,,10/2,,,,,,,,AIREADI,substance_use_survey,,Observation, Substance Use Survey Started Timestamp (from REDCap),#REF!,,sec,seconds,8555,,,,,,,
, Substance Use Survey Completed Timestamp (from REDCap),Observation,AIREADI,substance_use_survey,99423-6,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,194,substance_use_survey,text,,1193,sucmpts,, Substance Use Survey Completed Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,0.5,,,10/2,,,,,,,,AIREADI,substance_use_survey,,Observation, Substance Use Survey Completed Timestamp (from REDCap),#REF!,,sec,seconds,8555,,,,,,,
, CES-D-10 Survey Started Timestamp (from REDCap),Observation,AIREADI,cesd10_survey,99423-6,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,209,cesd10_survey,text,,1208,cesstartts,, CES-D-10 Survey Started Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,0.5,,,10/2,,,,,,,,AIREADI,cesd10_survey,,Observation, CES-D-10 Survey Started Timestamp (from REDCap),#REF!,,sec,seconds,8555,,,,,,,
, CES-D-10 Survey Completed Timestamp (from REDCap),Observation,AIREADI,cesd10_survey,99423-6,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,210,cesd10_survey,text,,1209,cescmpts,, CES-D-10 Survey Completed Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,0.5,,,10/2,,,,,,,,AIREADI,cesd10_survey,,Observation, CES-D-10 Survey Completed Timestamp (from REDCap),#REF!,,sec,seconds,8555,,,,,,,
,Feeling scared when you think about living with diabetes,Condition,AIREADI,paid5_dm_survey,723113005,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,214,paid5_dm_survey,radio,,1213,paid_scrd,,Feeling scared when you think about living with diabetes,36716888,,Fear of metabolic disease,Condition,SNOMED,Clinical Finding,S,723113005,0.25,,,10/2,,"0, Not a problem | 1, Minor problem | 2, Moderate problem | 3, Somewhat serious problem | 4, Serious problem",,,,,,AIREADI,paid5_dm_survey,,Observation,Feeling scared when you think about living with diabetes,#REF!,,,,,,,,,,,
,Feeling depressed when you think about living with diabetes,Condition,AIREADI,paid5_dm_survey,366979004,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,215,paid5_dm_survey,radio,,1214,paid_dpr,,Feeling depressed when you think about living with diabetes,40546087,,Depressed mood,Condition,SNOMED,Clinical Finding,S,366979004,0.25,,,10/2,,"0, Not a problem | 1, Minor problem | 2, Moderate problem | 3, Somewhat serious problem | 4, Serious problem",,,,,,AIREADI,paid5_dm_survey,,Observation,Feeling depressed when you think about living with diabetes,#REF!,,,,,,,,,,,
,Worrying about the future and the possibility of serious complications,Condition,AIREADI,paid5_dm_survey,247808006,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,216,paid5_dm_survey,radio,,1215,paid_wr,,Worrying about the future and the possibility of serious complications,4084699,,Anxiety about body function or health,Condition,SNOMED,Clinical Finding,S,247808006,0.25,,,10/2,,"0, Not a problem | 1, Minor problem | 2, Moderate problem | 3, Somewhat serious problem | 4, Serious problem",,,,,,AIREADI,paid5_dm_survey,,Observation,Worrying about the future and the possibility of serious complications,#REF!,,,,,,,,,,,
,Feeling that diabetes is taking up too much of your mental and physical energy every day,Observation,AIREADI,paid5_dm_survey,397695000,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,217,paid5_dm_survey,radio,,1216,paid_eng,,Feeling that diabetes is taking up too much of your mental and physical energy every day,4265571,,Finding related to ability to comply with treatment,Observation,SNOMED,Clinical Finding,S,397695000,0.25,,,10/2,,"0, Not a problem | 1, Minor problem | 2, Moderate problem | 3, Somewhat serious problem | 4, Serious problem",,,,,,AIREADI,paid5_dm_survey,,Observation,Feeling that diabetes is taking up too much of your mental and physical energy every day,#REF!,,,,,,,,,,,
,Coping with complications of diabetes,Condition,AIREADI,paid5_dm_survey,397706001,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,218,paid5_dm_survey,radio,,1217,paid_cml,,Coping with complications of diabetes,4262172,,Finding related to ability to cope,Condition,SNOMED,Clinical Finding,S,397706001,0.25,,,10/2,,"0, Not a problem | 1, Minor problem | 2, Moderate problem | 3, Somewhat serious problem | 4, Serious problem",,,,,,AIREADI,paid5_dm_survey,,Observation,Coping with complications of diabetes,#REF!,,,,,,,,,,,
, PAID score,Procedure,AIREADI,paid5_dm_survey,710834001,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,219,paid5_dm_survey,calc,,1218,paidscore,, PAID score,46273583,,Assessment of attitude toward health status,Procedure,SNOMED,Procedure,S,710834001,0.25,,,10/2,,"sum([paid_scrd],[paid_dpr],[paid_dpr],[paid_wr],[paid_eng],[paid_cml])",,,,,,AIREADI,paid5_dm_survey,,Observation, PAID score,#REF!,,,,,,,,,,,
, PAID-5 DM Survey Start Timestamp (from REDCap),Observation,AIREADI,paid5_dm_survey,99423-6,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,220,paid5_dm_survey,text,,1219,paidstartts,, PAID-5 DM Survey Start Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,0.5,,,10/2,,,,,,,,AIREADI,paid5_dm_survey,,Observation, PAID-5 DM Survey Start Timestamp (from REDCap),#REF!,,sec,seconds,8555,,,,,,,
, PAID-5 DM Survey Completed Timestamp (from REDCap),Observation,AIREADI,paid5_dm_survey,99423-6,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,221,paid5_dm_survey,text,,1220,paidcmpts,, PAID-5 DM Survey Completed Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,0.5,,,10/2,,,,,,,,AIREADI,paid5_dm_survey,,Observation, PAID-5 DM Survey Completed Timestamp (from REDCap),#REF!,,sec,seconds,8555,,,,,,,
,"In a typical week, how often do you engage in vigorous exercise? (Examples: hiking, jogging at 6 mph, shoveling, carrying heavy loads, bicycling fast (14-16 mph), playing basketball, playing soccer, playing tennis, or any activity during which you cannot say more than a few words without taking a breath)",Condition,AIREADI,diabetes_survey,408579009,skos:broadMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,225,diabetes_survey,radio,,1224,dmlvex,,"In a typical week, how often do you engage in vigorous exercise? (Examples: hiking, jogging at 6 mph, shoveling, carrying heavy loads, bicycling fast (14-16 mph), playing basketball, playing soccer, playing tennis, or any activity during which you cannot say more than a few words without taking a breath)",4248672,,Physical activity target strenuous exercise,Condition,SNOMED,Clinical Finding,S,408579009,0.5,,,10/2,,"10, At least 30 minutes daily 3 or more days a week | 5, Less than 30 minutes daily less than 3 days a week | 0, Rarely or none | 777, Prefer not to say",,,,,,AIREADI,diabetes_survey,,Observation,How often in the past year?,#REF!,,,,,,,,,,,
,"How often would you say that you engage in daily home exercise? (Examples: stretching, calisthenics, or yoga)",Observation,AIREADI,diabetes_survey,229075007,skos:relatedMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,227,diabetes_survey,radio,,1226,dmlhex,,"How often would you say that you engage in daily home exercise? (Examples: stretching, calisthenics, or yoga)",4037807,,Home exercise program,Observation,SNOMED,Procedure,S,229075007,0.75,,,10/2,,"10, Doing daily or almost daily | 5, Irregular; once or twice a week | 0, Rarely or none | 777, Prefer not to say",,,,,,AIREADI,diabetes_survey,,Observation,"How often would you say that you engage in daily home exercise? (Examples: stretching, calisthenics, or yoga)",#REF!,,,,,,,,,,,
,"When reflecting on your typical eating habits, which of the following options best describes how often you consume simple sugars?",Procedure,AIREADI,diabetes_survey,710848001,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,228,diabetes_survey,radio,,1227,dmlsugar,,"When reflecting on your typical eating habits, which of the following options best describes how often you consume simple sugars?",46272478,,Assessment of eating and drinking behavior,Procedure,SNOMED,Procedure,S,710848001,0.25,,,10/2,,"10, Rarely eat sweets | 5, Occasionally eat sweets | 0, Frequently eat sweets | 777, Prefer not to say",,,,,,AIREADI,diabetes_survey,,Observation,"When reflecting on your typical eating habits, which of the following options best describes how often you consume simple sugars?",#REF!,,,,,,,,,,,
,"In a typical day, how often do you consume whole grains? (Examples: include whole wheat, brown bread, or brown rice).",Procedure,AIREADI,diabetes_survey,710848001,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,229,diabetes_survey,radio,,1228,dmlgrain,,"In a typical day, how often do you consume whole grains? (Examples: include whole wheat, brown bread, or brown rice).",46272478,,Assessment of eating and drinking behavior,Procedure,SNOMED,Procedure,S,710848001,0.25,,,10/2,,"10, Usually eat whole grain | 5, Rarely eat whole grain | 0, Usually eat white bread or white rice | 777, Prefer not to say",,,,,,AIREADI,diabetes_survey,,Observation,"In a typical day, how often do you consume whole grains? (Examples: include whole wheat, brown bread, or brown rice).",#REF!,,,,,,,,,,,
,"How often would you say that you engage in diabetes health education? (Examples:  consulting with a dietician, attending support groups, reading books on diabetes, using diabetes-focused websites, watching TV shows on health, or using health-focused apps on your phone or tablet)",Procedure,AIREADI,diabetes_survey,398773005,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,232,diabetes_survey,radio,,1231,dmledu,,"How often would you say that you engage in diabetes health education? (Examples:  consulting with a dietician, attending support groups, reading books on diabetes, using diabetes-focused websites, watching TV shows on health, or using health-focused apps on your phone or tablet)",4135171,,Diabetes self-monitoring health education,Procedure,SNOMED,Procedure,S,398773005,0.75,,,10/2,,"10, Regularly; at least monthly (dietician, support groups, books, websites, apps) | 5, Occasionally; every 2-3 months | 0, Rarely or none | 777, Prefer not to say",,,,,,AIREADI,diabetes_survey,,Observation,"How often would you say that you engage in diabetes health education? (Examples:  consulting with a dietician, attending support groups, reading books on diabetes, using diabetes-focused websites, watching TV shows on health, or using health-focused apps on your phone or tablet)",#REF!,,,,,,,,,,,
,How often do you inspect your feet?,Procedure,AIREADI,diabetes_survey,47251000175108,skos:narrowMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,233,diabetes_survey,radio,,1232,dmlfeet,,How often do you inspect your feet?,608849,,Inspection of foot,Procedure,SNOMED,Procedure,S,47251000175108,0.75,,,10/2,,"10, Daily or weekly | 5, Monthly | 0, Rarely or none | 777, Prefer not to say",,,,,,AIREADI,diabetes_survey,,Observation,How often do you inspect your feet?,#REF!,,,,,,,,,,,
,Which of the following options best describes you with respect to physician care and medications?,Procedure,AIREADI,diabetes_survey,410119004,skos:broadMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,234,diabetes_survey,radio,,1233,dmlmd,,Which of the following options best describes you with respect to physician care and medications?,4251597,,Assessment of compliance with medical regimen,Procedure,SNOMED,Procedure,S,410119004,0.5,,,10/2,,"10, 3 or more visits a year to the same doctor. Regular with medicines. | 5, 1-2 visits a year. Forgetting medicines frequently. | 0, Rarely or none. Not taking 1 or more recommended medicines | 777, Prefer not to say",,,,,,AIREADI,diabetes_survey,,Observation,Which of the following options best describes you with respect to physician care and medications?,#REF!,,,,,,,,,,,
, Diabetes Survey Started Timestamp (from REDCap),Observation,AIREADI,diabetes_survey,99423-6,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,235,diabetes_survey,text,,1234,dmlstartts,, Diabetes Survey Started Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,0.5,,,10/2,,,,,,,,AIREADI,diabetes_survey,,Observation, Diabetes Survey Started Timestamp (from REDCap),#REF!,,,,,,,,,,,
, Diabetes Survey Completed Timestamp (from REDCap),Observation,AIREADI,diabetes_survey,99423-6,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,236,diabetes_survey,text,,1235,dmlcmpts,, Diabetes Survey Completed Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,0.5,,,10/2,,,,,,,,AIREADI,diabetes_survey,,Observation, Diabetes Survey Completed Timestamp (from REDCap),#REF!,,,,,,,,,,,
,"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",Observation,AIREADI,dietary_survey,870690008,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,244,dietary_survey,radio,,1243,diet5,,"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",3656010,,Oral intake,Observation,SNOMED,Observable Entity,S,870690008,0.25,,,10/2,,"0, 3 or more times | 1, 1 - 2 times | 2, Less than 1 time | 777, Prefer not to say",,,,,,AIREADI,dietary_survey,,Observation,"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",#REF!,,,,,,,,,,,
,How many times a week did you eat regular snack chips or crackers (not low-fat)?,Observation,AIREADI,dietary_survey,230079003,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,245,dietary_survey,radio,,1244,diet6,,How many times a week did you eat regular snack chips or crackers (not low-fat)?,4044783,,Savory snack intake,Observation,SNOMED,Observable Entity,S,230079003,0.75,,,10/2,,"0, 1 time or less | 1, 2 - 3 times | 2, 4 or more times | 777, Prefer not to say",,,,,,AIREADI,dietary_survey,,Observation,How many times a week did you eat regular snack chips or crackers (not low-fat)?,#REF!,,,,,,,,,,,
,How many times a week did you eat desserts and other sweets (not the low-fat kind)?,Observation,AIREADI,dietary_survey,226463006,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,246,dietary_survey,radio,,1245,diet7,,How many times a week did you eat desserts and other sweets (not the low-fat kind)?,4025584,,Sweets intake,Observation,SNOMED,Observable Entity,S,226463006,0.75,,,10/2,,"0, 1 time or less | 1, 2 - 3 times | 2, 4 or more times | 777, Prefer not to say",,,,,,AIREADI,dietary_survey,,Observation,How many times a week did you eat desserts and other sweets (not the low-fat kind)?,#REF!,,,,,,,,,,,
,"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",Observation,AIREADI,dietary_survey,870372004,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,247,dietary_survey,radio,,1246,diet8,,"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",3663241,,Fat and oil intake,Observation,SNOMED,Observable Entity,S,870372004,0.75,,,10/2,,"0, Very little | 1, Some | 2, A lot | 777, Prefer not to say",,,,,,AIREADI,dietary_survey,,Observation,"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",#REF!,,,,,,,,,,,
,How many servings of fruit juice did you drink each day?,Observation,AIREADI,dietary_survey,226389005,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,248,dietary_survey,radio,,1247,diet9,,How many servings of fruit juice did you drink each day?,4025566,,Fruit juice intake,Observation,SNOMED,Observable Entity,S,226389005,0.75,,,10/2,,"0, Less than 1 | 1, 1 - 2 | 2, 3 or more | 777, Prefer not to say",,,,,,AIREADI,dietary_survey,,Observation,How many servings of fruit juice did you drink each day?,#REF!,,,,,,,,,,,
